価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
550万円",広島県福山市駅家町大字弥生ケ丘,235.56平方メートル (公簿) / 71.25坪,http://local.google.co.jp/maps?q=広島県福山市駅家町大字弥生ケ丘,,角地 ( 西 5.4m 公道 間口12.4m ) ( 北 5.4m 公道 間口11.1m ),市街化区域,宅地,第一種低層住居専用地域,高台,所有権,不要,"古家あり更地引渡可 

",即時,0116405-0000026,専任媒介★,https://www.homes.co.jp/tochi/b-1164050000026/,エイブルネットワーク福山御門町店　アヤカホーム株式会社,広島県福山市御門町２丁目5-39,1,画像あり
"
200万円",広島県呉市安浦町内海北7丁目,259平方メートル (公簿) / 78.34坪,http://local.google.co.jp/maps?q=広島県呉市安浦町内海北7丁目,,一方 ( 南 2.1m 公道 間口16.5m ),非線引区域,田,第一種住居地域,-,所有権,不要,"古家あり 

",相談,3212416-0000013,専任媒介★,https://www.homes.co.jp/tochi/b-32124160000013/,ひろしま住センター営業部　有限会社亀山工業,広島県呉市安浦町中央１丁目3-31,1,画像あり
"
200万円",広島県三原市糸崎7丁目5-16,55.53平方メートル (公簿) / 16.79坪,http://local.google.co.jp/maps?q=広島県三原市糸崎7丁目5-16,,一方 ( 南 4m 公道 間口5m ),市街化区域,宅地,近隣商業地域,平坦,所有権,不要,"古家あり 

",相談,3212375-0000088,専任媒介★,https://www.homes.co.jp/tochi/b-32123750000088/,有限会社マルヨシビル,広島県三原市港町１丁目6-16　マルヨシビル3階,1,画像あり
"
300万円",広島県三原市糸崎5丁目,330.57平方メートル (公簿) / 99.99坪,http://local.google.co.jp/maps?q=広島県三原市糸崎5丁目,,一方 ( 南 1.6m ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0144256-0000156,専属専任媒介,https://www.homes.co.jp/tochi/b-1442560000156/,ハウスドゥ　三原　株式会社住まいる,広島県三原市城町１丁目12番1号　373ビル1F,1,画像あり
"
450万円",広島県三原市沼田東町末広,218平方メートル (公簿) / 65.94坪,http://local.google.co.jp/maps?q=広島県三原市沼田東町末広,,一方 ( 東 6m 公道 間口12.3m ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,0144256-0000154,仲介,https://www.homes.co.jp/tochi/b-1442560000154/,ハウスドゥ　三原　株式会社住まいる,広島県三原市城町１丁目12番1号　373ビル1F,1,画像あり
"
780万円",広島県福山市水呑町300-6,155.37平方メートル (公簿) / 46.99坪,http://local.google.co.jp/maps?q=広島県福山市水呑町300-6,,一方 ( 北東 5.1m 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0140432-0000269,専任媒介★,https://www.homes.co.jp/tochi/b-1404320000269/,タカセ不動産株式会社　福山店,広島県福山市南蔵王町２丁目9番31号,1,画像あり
"
300万円",広島県東広島市安芸津町風早,169.21平方メートル (公簿) / 51.18坪,http://local.google.co.jp/maps?q=広島県東広島市安芸津町風早,,-,非線引区域,宅地,第二種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,3212272-0000209,一般媒介★,https://www.homes.co.jp/tochi/b-32122720000209/,ランドプランニング,広島県東広島市黒瀬町上保田64-1　105,1,画像あり
"
200万円",広島県三原市糸崎7丁目,55.53平方メートル (公簿) / 16.79坪,http://local.google.co.jp/maps?q=広島県三原市糸崎7丁目,,一方 ( 南 4m 公道 間口5m ),市街化区域,宅地,近隣商業地域,-,所有権,不要,"古家あり 

",相談,0144256-0000139,仲介,https://www.homes.co.jp/tochi/b-1442560000139/,ハウスドゥ　三原　株式会社住まいる,広島県三原市城町１丁目12番1号　373ビル1F,1,画像あり
"
450万円",広島県三原市本郷南6丁目,230.99平方メートル (公簿) / 69.87坪,http://local.google.co.jp/maps?q=広島県三原市本郷南6丁目,,一方 ( 東 2m 公道 ),非線引区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0144256-0000179,仲介,https://www.homes.co.jp/tochi/b-1442560000179/,ハウスドゥ　三原　株式会社住まいる,広島県三原市城町１丁目12番1号　373ビル1F,1,画像あり
"
500万円",広島県福山市水呑町,660.28平方メートル (公簿) / 199.73坪,http://local.google.co.jp/maps?q=広島県福山市水呑町,,( 東 2.1m 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,3212614-0000142,専任媒介★,https://www.homes.co.jp/tochi/b-32126140000142/,興亜不動産株式会社,広島県福山市笠岡町2-7,1,画像あり
